,hsname,devi
0,光明学園相模原高等学校,46.0
1,高野山高等学校,46.0
2,向陽高等学校,46.0
3,広陵高等学校,46.0
4,國學院大學栃木高等学校,46.0
5,上尾鷹の台高等学校,46.0
6,大宮商業高等学校,46.0
7,春日部工業高等学校,46.0
8,春日部工業高等学校,46.0
9,川口東高等学校,46.0
10,川越工業高等学校,46.0
11,川越工業高等学校,46.0
12,川越工業高等学校,46.0
13,川越工業高等学校,46.0
14,川越工業高等学校,46.0
15,狭山経済高等学校,46.0
16,狭山清陵高等学校,46.0
17,三郷北高等学校,46.0
18,堺市立堺高等学校,46.0
19,有田工業高等学校,46.0
0,有田工業高等学校,46.0
1,有田工業高等学校,46.0
2,鹿島高等学校 大手門学舎,46.0
3,佐賀東高等学校,46.0
4,佐賀女子短期大学付属佐賀女子高等学校,46.0
5,札幌北斗高等学校,46.0
6,山村国際高等学校,46.0
7,大津商業高等学校,46.0
8,大津商業高等学校,46.0
9,沼津工業高等学校,46.0
10,大東高等学校,46.0
11,清水ヶ丘高等学校,46.0
12,就実高等学校,46.0
13,修徳高等学校,46.0
14,尚志館高等学校,46.0
15,昭和第一高等学校,46.0
16,昭和第一学園高等学校,46.0
17,新庄東高等学校,46.0
18,星城高等学校,46.0
19,聖パウロ学園高等学校,46.0
0,清林館高等学校,46.0
1,仙台育英学園高等学校,46.0
2,仙台育英学園高等学校,46.0
3,相洋高等学校,46.0
4,園田学園高等学校,46.0
5,太成学院大学高等学校,46.0
6,大同大学大同高等学校,46.0
7,高崎商科大学附属高等学校,46.0
8,高崎商科大学附属高等学校,46.0
9,高松中央高等学校,46.0
10,筑陽学園高等学校,46.0
11,千葉経済大学附属高等学校,46.0
12,千葉経済大学附属高等学校,46.0
13,木更津東高等学校,46.0
14,京葉高等学校,46.0
15,佐倉東高等学校,46.0
16,館山総合高等学校,46.0
17,館山総合高等学校,46.0
18,千葉工業高等学校,46.0
19,船橋二和高等学校,46.0
0,松尾高等学校,46.0
1,茂原樟陽高等学校,46.0
2,茂原樟陽高等学校,46.0
3,茂原樟陽高等学校,46.0
4,千葉明徳高等学校,46.0
5,中央学院高等学校,46.0
6,鎮西学院高等学校,46.0
7,鎮西学院高等学校,46.0
8,敦賀気比高等学校,46.0
9,帝京第五高等学校,46.0
10,帝京第五高等学校,46.0
11,藤蔭高等学校,46.0
12,東海大学山形高等学校,46.0
13,東京学館高等学校,46.0
14,東京女子学院高等学校,46.0
15,東京成徳大学深谷高等学校,46.0
16,足立西高等学校,46.0
17,都立園芸高等学校,46.0
18,大泉桜高等学校,46.0
19,総合工科高等学校,46.0
0,竹台高等学校,46.0
1,都立農業高等学校,46.0
2,瑞穂農芸高等学校,46.0
3,武蔵村山高等学校,46.0
4,東京農業大学第二高等学校,46.0
5,東邦音楽大学附属東邦高等学校,46.0
6,東北高等学校,46.0
7,常盤木学園高等学校,46.0
8,川島高等学校,46.0
9,徳島商業高等学校,46.0
10,徳島商業高等学校,46.0
11,常葉大学附属常葉高等学校,46.0
12,常葉大学附属菊川高等学校,46.0
13,宇都宮白楊高等学校,46.0
14,宇都宮白楊高等学校,46.0
15,宇都宮白楊高等学校,46.0
16,宇都宮白楊高等学校,46.0
17,宇都宮白楊高等学校,46.0
18,黒磯南高等学校,46.0
19,鳥取湖陵高等学校,46.0
0,鳥取湖陵高等学校,46.0
1,鳥取湖陵高等学校,46.0
2,鳥取中央育英高等学校,46.0
3,米子南高等学校,46.0
4,石動高等学校,46.0
5,高岡商業高等学校,46.0
6,高岡商業高等学校,46.0
7,高岡商業高等学校,46.0
8,高岡商業高等学校,46.0
9,富山商業高等学校,46.0
10,富山商業高等学校,46.0
11,富山商業高等学校,46.0
12,富山商業高等学校,46.0
13,豊田大谷高等学校,46.0
14,酪農学園大学附属とわの森三愛高等学校,46.0
15,五島高等学校,46.0
16,島原商業高等学校,46.0
17,赤穂高等学校,46.0
18,飯田OIDE長姫高等学校,46.0
19,飯田OIDE長姫高等学校,46.0
0,飯田OIDE長姫高等学校,46.0
1,飯田OIDE長姫高等学校,46.0
2,下諏訪向陽高等学校,46.0
3,佐久平総合技術高等学校（浅間キャンパス）,46.0
4,小諸高等学校,46.0
5,小諸高等学校,46.0
6,長野工業高等学校,46.0
7,長野工業高等学校,46.0
8,中村女子高等学校,46.0
9,名古屋大谷高等学校,46.0
10,七尾学園 益田東高等学校,46.0
11,五條高等学校,46.0
12,奈良商工高等学校,46.0
13,奈良大学附属高等学校,46.0
14,新潟工業高等学校,46.0
15,新潟工業高等学校,46.0
16,新潟工業高等学校,46.0
17,新潟工業高等学校,46.0
18,新潟工業高等学校,46.0
19,新潟東高等学校,46.0
0,沼津中央高等学校,46.0
1,博多高等学校,46.0
2,羽黒高等学校,46.0
3,初芝立命館高等学校,46.0
4,東大阪市立日新高等学校,46.0
5,東九州龍谷高等学校,46.0
6,東野高等学校,46.0
7,東山高等学校,46.0
8,青山高等学校,46.0
9,姫路女学院高等学校,46.0
10,有馬高等学校,46.0
11,豊岡総合高等学校,46.0
12,西宮南高等学校,46.0
13,西脇高等学校,46.0
14,西脇工業高等学校,46.0
15,兵庫県立農業高等学校,46.0
16,兵庫県立農業高等学校,46.0
17,兵庫工業高等学校,46.0
18,兵庫工業高等学校,46.0
19,三木北高等学校,46.0
0,尾道商業高等学校,46.0
1,竹原高等学校,46.0
2,戸手高等学校,46.0
3,広島国際学院高等学校,46.0
4,広島市立広島工業高等学校,46.0
5,広島市立広島工業高等学校,46.0
6,広島市立広島工業高等学校,46.0
7,広島市立広島工業高等学校,46.0
8,足羽高等学校,46.0
9,稲築志耕館高等学校,46.0
10,築上西高等学校,46.0
11,東鷹高等学校,46.0
12,直方高等学校,46.0
13,福島高等学校,46.0
14,門司大翔館高等学校,46.0
15,若松商業高等学校,46.0
16,福岡市立福岡女子高等学校,46.0
17,福岡市立福岡女子高等学校,46.0
18,福岡市立福岡女子高等学校,46.0
19,福岡市立福岡女子高等学校,46.0
0,福岡第一高等学校,46.0
1,田村高等学校,46.0
2,小高産業技術高等学校,46.0
3,光南高等学校,46.0
4,勿来工業高等学校,46.0
5,勿来工業高等学校,46.0
6,福島北高等学校,46.0
7,福島東稜高等学校,46.0
8,福智高等学校,46.0
9,武修館高等学校,46.0
10,武修館高等学校,46.0
11,石狩翔陽高等学校,46.0
12,岩内高等学校,46.0
13,浦河高等学校,46.0
14,江別高等学校,46.0
15,栗山高等学校,46.0
16,札幌丘珠高等学校,46.0
17,札幌真栄高等学校,46.0
18,大樹高等学校,46.0
19,苫小牧総合経済高等学校,46.0
0,苫小牧総合経済高等学校,46.0
1,苫小牧総合経済高等学校,46.0
2,浜頓別高等学校,46.0
3,深川西高等学校,46.0
4,明野高等学校,46.0
5,松阪工業高等学校,46.0
6,四日市商業高等学校,46.0
7,美濃加茂高等学校,46.0
8,大河原商業高等学校,46.0
9,大河原商業高等学校,46.0
10,大河原商業高等学校,46.0
11,登米高等学校,46.0
12,名取高等学校,46.0
13,迫桜高等学校,46.0
14,飯野高等学校,46.0
15,延岡工業高等学校,46.0
16,延岡工業高等学校,46.0
17,延岡工業高等学校,46.0
18,延岡工業高等学校,46.0
19,延岡工業高等学校,46.0
0,延岡工業高等学校,46.0
1,宮崎日本大学高等学校,46.0
2,武蔵越生高等学校,46.0
3,武蔵野高等学校,46.0
4,明誠学院高等学校,46.0
5,焼津高等学校,46.0
6,山形学院高等学校,46.0
7,寒河江工業高等学校,46.0
8,寒河江工業高等学校,46.0
9,寒河江工業高等学校,46.0
10,庄内総合高等学校,46.0
11,高畠高等学校,46.0
12,南陽工業高等学校,46.0
13,南陽工業高等学校,46.0
14,南陽工業高等学校,46.0
15,萩商工高等学校,46.0
16,萩商工高等学校,46.0
17,甲府工業高等学校,46.0
18,富士河口湖高等学校,46.0
19,横浜高等学校,46.0
0,横浜学園高等学校,46.0
1,横浜商科大学高等学校,46.0
2,横浜創学館高等学校,46.0
3,笠田高等学校,46.0
4,笠田高等学校,46.0
5,貴志川高等学校,46.0
6,和歌山工業高等学校,46.0
7,和歌山工業高等学校,46.0
8,稚内大谷高等学校,46.0
9,村山産業高等学校,46.0
10,村山産業高等学校,46.0
11,村山産業高等学校,46.0
12,尼崎市立尼崎双星高等学校,46.0
13,静岡農業高等学校,46.0
14,静岡農業高等学校,46.0
15,静岡農業高等学校,46.0
16,神戸市立神港橘高等学校,46.0
17,ふたば未来学園高等学校,46.0
18,湧心館高等学校,46.0
19,常盤木学園高等学校,46.0
0,古川学園高等学校,46.0
1,能代工業高等学校,46.0
2,開志国際高等学校,46.0
3,大阪国際高等学校,46.0
4,明浄学院高等学校,46.0
5,日本学園高等学校,45.0
6,一宮工科高等学校,45.0
7,一宮工科高等学校,45.0
8,一宮商業高等学校,45.0
9,犬山高等学校,45.0
10,木曽川高等学校,45.0
11,杏和高等学校,45.0
12,東海樟風高等学校,45.0
13,豊橋工科高等学校,45.0
14,愛知工業大学名電高等学校,45.0
15,会津若松ザベリオ学園高等学校,45.0
16,大曲農業高等学校,45.0
17,大曲農業高等学校,45.0
18,大曲農業高等学校,45.0
19,大曲農業高等学校,45.0
0,足利大学附属高等学校,45.0
1,文華女子高等学校,45.0
2,小松工業高等学校,45.0
3,小松工業高等学校,45.0
4,小松工業高等学校,45.0
5,小松工業高等学校,45.0
6,中央高等学校,45.0
7,日立工業高等学校,45.0
8,日立工業高等学校,45.0
9,日立工業高等学校,45.0
10,日立工業高等学校,45.0
11,指宿市立指宿商業高等学校,45.0
12,磐田東高等学校,45.0
13,北上翔南高等学校,45.0
14,上野学園高等学校,45.0
15,上野学園高等学校,45.0
16,宇都宮短期大学附属高等学校,45.0
17,宇都宮短期大学附属高等学校,45.0
18,宇都宮文星女子高等学校,45.0
19,浦和学院高等学校,45.0
0,川之江高等学校,45.0
1,丹原高等学校,45.0
2,大商学園高等学校,45.0
3,大分高等学校,45.0
4,安心院高等学校,45.0
5,津久見高等学校,45.0
6,津久見高等学校,45.0
7,大分国際情報高等学校,45.0
8,大分東明高等学校,45.0
9,大阪学芸高等学校,45.0
10,大阪産業大学附属高等学校,45.0
11,大阪成蹊女子高等学校,45.0
12,茨木西高等学校,45.0
13,今宮工科高等学校,45.0
14,大冠高等学校,45.0
15,貝塚高等学校,45.0
16,枚方なぎさ高等学校,45.0
17,大牟田高等学校,45.0
18,大森学園高等学校,45.0
19,倉敷工業高等学校,45.0
0,倉敷工業高等学校,45.0
1,倉敷工業高等学校,45.0
2,倉敷工業高等学校,45.0
3,倉敷工業高等学校,45.0
4,津山東高等学校,45.0
5,水島工業高等学校,45.0
6,水島工業高等学校,45.0
7,水島工業高等学校,45.0
8,水島工業高等学校,45.0
9,水島工業高等学校,45.0
10,林野高等学校,45.0
11,那覇商業高等学校,45.0
12,那覇商業高等学校,45.0
13,尾道高等学校,45.0
14,帯広北高等学校,45.0
15,折尾愛真高等学校,45.0
16,折尾愛真高等学校,45.0
17,琴平高等学校,45.0
18,志度高等学校,45.0
19,善通寺第一高等学校,45.0
0,津田高等学校,45.0
1,大口高等学校,45.0
2,串良商業高等学校,45.0
3,川内商工高等学校,45.0
4,川内商工高等学校,45.0
5,川内商工高等学校,45.0
6,種子島高等学校,45.0
7,鹿島学園高等学校,45.0
8,加藤学園高等学校,45.0
9,相原高等学校,45.0
10,生田東高等学校,45.0
11,神奈川工業高等学校,45.0
12,神奈川工業高等学校,45.0
13,神奈川工業高等学校,45.0
14,神奈川工業高等学校,45.0
15,川崎高等学校,45.0
16,白山高等学校,45.0
17,横浜緑園高等学校,45.0
18,神村学園高等部,45.0
19,神村学園高等部,45.0
0,関西大学北陽高等学校,45.0
1,関西福祉科学大学高等学校,45.0
2,関東第一高等学校,45.0
3,北豊島高等学校,45.0
4,大垣桜高等学校,45.0
5,大垣養老高等学校,45.0
6,大垣養老高等学校,45.0
7,岐阜農林高等学校,45.0
8,飛騨高山高等学校,45.0
9,飛騨高山高等学校,45.0
10,瑞浪高等学校,45.0
11,京都光華高等学校,45.0
12,京都精華学園高等学校,45.0
13,京都精華学園高等学校,45.0
14,京都西山高等学校,45.0
15,綾部高等学校,45.0
16,向陽高等学校,45.0
17,田辺高等学校,45.0
18,鳥羽高等学校,45.0
19,宮津天橋高等学校宮津学舎,45.0
0,洛東高等学校,45.0
1,京都両洋高等学校,45.0
2,霧島市立国分中央高等学校,45.0
3,銀河学院高等学校,45.0
4,小川工業高等学校,45.0
5,小川工業高等学校,45.0
6,玉名工業高等学校,45.0
7,玉名工業高等学校,45.0
8,玉名工業高等学校,45.0
9,玉名工業高等学校,45.0
10,水俣高等学校,45.0
11,八代工業高等学校,45.0
12,八代東高等学校,45.0
13,八代東高等学校,45.0
14,天草拓心高等学校本渡校舎,45.0
15,倉敷翠松高等学校,45.0
16,呉港高等学校,45.0
17,渋川青翠高等学校,45.0
18,館林商工高等学校,45.0
19,館林商工高等学校,45.0
0,前橋工業高等学校,45.0
1,前橋工業高等学校,45.0
2,建国高等学校,45.0
3,高知工業高等学校,45.0
4,高知工業高等学校,45.0
5,高知工業高等学校,45.0
6,高知工業高等学校,45.0
7,高知工業高等学校,45.0
8,高知工業高等学校,45.0
9,高知工業高等学校,45.0
10,江の川学園 石見智翠館高等学校,45.0
11,神戸国際大学附属高等学校,45.0
12,英理女子学院高等学校,45.0
13,国学館高等学校,45.0
14,国際学院高等学校,45.0
15,駒場学園高等学校,45.0
16,金光大阪高等学校,45.0
17,西海学園高等学校,45.0
18,大宮工業高等学校,45.0
19,春日部工業高等学校,45.0
0,熊谷商業高等学校,45.0
1,鴻巣女子高等学校,45.0
2,進修館高等学校,45.0
3,草加西高等学校,45.0
4,鳩ヶ谷高等学校,45.0
5,松伏高等学校,45.0
6,松伏高等学校,45.0
7,松伏高等学校,45.0
8,埼玉平成高等学校,45.0
9,有田工業高等学校,45.0
10,伊万里実業高等学校商業キャンパス,45.0
11,伊万里実業高等学校商業キャンパス,45.0
12,牛津高等学校,45.0
13,牛津高等学校,45.0
14,牛津高等学校,45.0
15,唐津南高等学校,45.0
16,唐津南高等学校,45.0
17,唐津南高等学校,45.0
18,多久高等学校,45.0
19,鳥栖商業高等学校,45.0
0,鳥栖商業高等学校,45.0
1,山陽学園高等学校,45.0
2,島田工業高等学校,45.0
3,島田工業高等学校,45.0
4,富岳館高等学校,45.0
5,新発田中央高等学校,45.0
6,出雲商業高等学校,45.0
7,出雲商業高等学校,45.0
8,津和野高等学校,45.0
9,松江工業高等学校,45.0
10,松江工業高等学校,45.0
11,松江工業高等学校,45.0
12,松江工業高等学校,45.0
13,松江工業高等学校,45.0
14,松江工業高等学校,45.0
15,松江商業高等学校,45.0
16,松江農林高等学校,45.0
17,清水ヶ丘高等学校,45.0
18,自由ケ丘高等学校,45.0
19,純真高等学校,45.0
0,潤徳女子高等学校,45.0
1,潤徳女子高等学校,45.0
2,アナン学園高等学校,45.0
3,湘南工科大学附属高等学校,45.0
4,松風塾高等学校,45.0
5,仁愛女子高等学校,45.0
6,尽誠学園高等学校,45.0
7,進徳学園進徳女子高等学校,45.0
8,杉森高等学校,45.0
9,兵庫大学附属須磨ノ浦高等学校,45.0
10,駿台学園高等学校,45.0
11,聖光学院高等学校,45.0
12,聖徳大学附属取手聖徳女子高等学校,45.0
13,聖徳大学附属取手聖徳女子高等学校,45.0
14,聖ドミニコ学院高等学校,45.0
15,関市立関商工高等学校,45.0
16,関市立関商工高等学校,45.0
17,関市立関商工高等学校,45.0
18,宣真高等学校,45.0
19,市川南高等学校,45.0
0,京葉工業高等学校,45.0
1,京葉工業高等学校,45.0
2,京葉工業高等学校,45.0
3,京葉工業高等学校,45.0
4,館山総合高等学校,45.0
5,東総工業高等学校,45.0
6,東総工業高等学校,45.0
7,東総工業高等学校,45.0
8,東総工業高等学校,45.0
9,茂原樟陽高等学校,45.0
10,鶴岡東高等学校,45.0
11,帝京安積高等学校,45.0
12,帝京第五高等学校,45.0
13,東海大学付属熊本星翔高等学校,45.0
14,足立新田高等学校,45.0
15,板橋高等学校,45.0
16,篠崎高等学校,45.0
17,総合工科高等学校,45.0
18,総合工科高等学校,45.0
19,第一商業高等学校,45.0
0,日本橋高等学校,45.0
1,都立農業高等学校,45.0
2,都立農芸高等学校,45.0
3,富岡東高等学校,45.0
4,名西高等学校,45.0
5,足利清風高等学校,45.0
6,栃木工業高等学校,45.0
7,栃木工業高等学校,45.0
8,栃木工業高等学校,45.0
9,壬生高等学校,45.0
10,鳥取家政学園鳥取敬愛高等学校,45.0
11,鳥取工業高等学校,45.0
12,鳥取工業高等学校,45.0
13,鳥取工業高等学校,45.0
14,鳥取工業高等学校,45.0
15,鳥取湖陵高等学校,45.0
16,鳥取湖陵高等学校,45.0
17,米子南高等学校,45.0
18,富田高等学校,45.0
19,酪農学園大学附属とわの森三愛高等学校,45.0
0,島原工業高等学校,45.0
1,島原工業高等学校,45.0
2,島原工業高等学校,45.0
3,長崎日本大学高等学校,45.0
4,飯田OIDE長姫高等学校,45.0
5,佐久平総合技術高等学校（浅間キャンパス）,45.0
6,穂高商業高等学校,45.0
7,中村女子高等学校,45.0
8,名古屋市立工業高等学校,45.0
9,五條高等学校,45.0
10,奈良商工高等学校,45.0
11,奈良商工高等学校,45.0
12,奈良文化高等学校,45.0
13,柏崎総合高等学校,45.0
14,高田農業高等学校,45.0
15,萩光塩学院高等学校,45.0
16,白鴎大学足利高等学校,45.0
17,函館大学附属有斗高等学校,45.0
18,八王子実践高等学校,45.0
19,花園高等学校,45.0
0,浜松学芸高等学校,45.0
1,浜松学芸高等学校,45.0
2,浜松学芸高等学校,45.0
3,早鞆高等学校,45.0
4,東筑紫学園高等学校,45.0
5,秀明英光高等学校,45.0
6,青山高等学校,45.0
7,明石清水高等学校,45.0
8,尼崎高等学校,45.0
9,生野高等学校,45.0
10,神崎高等学校,45.0
11,飾磨工業高等学校,45.0
12,飾磨工業高等学校,45.0
13,社高等学校,45.0
14,松陽高等学校,45.0
15,西脇工業高等学校,45.0
16,兵庫県立農業高等学校,45.0
17,姫路別所高等学校,45.0
18,三木東高等学校,45.0
19,武庫荘総合高等学校,45.0
0,山崎高等学校,45.0
1,可部高等学校,45.0
2,呉工業高等学校,45.0
3,呉工業高等学校,45.0
4,世羅高等学校,45.0
5,油木高等学校,45.0
6,広島山陽学園山陽高等学校,45.0
7,広島市立沼田高等学校,45.0
8,広島市立広島工業高等学校,45.0
9,広島市立広島工業高等学校,45.0
10,美方高等学校,45.0
11,美方高等学校,45.0
12,若狭東高等学校,45.0
13,三井中央高等学校,45.0
14,直方高等学校,45.0
15,行橋高等学校,45.0
16,福岡市立福岡女子高等学校,45.0
17,福岡第一高等学校,45.0
18,小高産業技術高等学校,45.0
19,小高産業技術高等学校,45.0
0,小高産業技術高等学校,45.0
1,小高産業技術高等学校,45.0
2,白河実業高等学校,45.0
3,相馬東高等学校,45.0
4,保原高等学校,45.0
5,藤ノ花女子高等学校,45.0
6,藤村女子高等学校,45.0
7,武相高等学校,45.0
8,文徳高等学校,45.0
9,鵬翔高等学校,45.0
10,宝仙学園高等学校,45.0
11,北越高等学校,45.0
12,旭川農業高等学校,45.0
13,旭川農業高等学校,45.0
14,旭川農業高等学校,45.0
15,旭川農業高等学校,45.0
16,芦別高等学校,45.0
17,枝幸高等学校,45.0
18,遠軽高等学校,45.0
19,小樽未来創造高等学校,45.0
0,小樽未来創造高等学校,45.0
1,小樽未来創造高等学校,45.0
2,小樽未来創造高等学校,45.0
3,音更高等学校,45.0
4,札幌琴似工業高等学校,45.0
5,札幌琴似工業高等学校,45.0
6,札幌琴似工業高等学校,45.0
7,札幌琴似工業高等学校,45.0
8,静内高等学校,45.0
9,士別翔雲高等学校,45.0
10,鷹栖高等学校,45.0
11,登別青嶺高等学校,45.0
12,富良野高等学校,45.0
13,相可高等学校,45.0
14,相可高等学校,45.0
15,亀山高等学校,45.0
16,桑名工業高等学校,45.0
17,桑名工業高等学校,45.0
18,津商業高等学校,45.0
19,四日市中央工業高等学校,45.0
0,四日市中央工業高等学校,45.0
1,四日市中央工業高等学校,45.0
2,四日市中央工業高等学校,45.0
3,四日市中央工業高等学校,45.0
4,緑ヶ丘女子高等学校,45.0
5,箕面自由学園高等学校,45.0
6,岩ヶ崎高等学校,45.0
7,岩ヶ崎高等学校,45.0
8,宮崎学園高等学校,45.0
9,宮崎学園高等学校,45.0
10,高千穂高等学校,45.0
11,妻高等学校,45.0
12,日南振徳高等学校,45.0
13,日南振徳高等学校,45.0
14,延岡商業高等学校,45.0
15,延岡商業高等学校,45.0
16,日向工業高等学校,45.0
17,日向工業高等学校,45.0
18,日向工業高等学校,45.0
19,福島高等学校,45.0
0,明和県央高等学校,45.0
1,八代白百合学園高等学校,45.0
2,柳井学園高等学校,45.0
3,柳川高等学校,45.0
4,柳ヶ浦高等学校,45.0
5,山形学院高等学校,45.0
6,長井工業高等学校,45.0
7,長井工業高等学校,45.0
8,長井工業高等学校,45.0
9,厚狭高等学校,45.0
10,小野田工業高等学校,45.0
11,小野田工業高等学校,45.0
12,小野田工業高等学校,45.0
13,下関北高等学校,45.0
14,柳井商工高等学校,45.0
15,巨摩高等学校,45.0
16,北杜高等学校,45.0
17,身延高等学校,45.0
18,祐誠高等学校,45.0
19,楊志館高等学校,45.0
0,楊志館高等学校,45.0
1,南部高等学校,45.0
2,串本古座高等学校,45.0
3,済美高等学校,45.0
4,済美高等学校,45.0
5,済美高等学校,45.0
6,龍野北高等学校,45.0
7,駿河総合高等学校,45.0
8,能代松陽高等学校,45.0
9,坂井高等学校,45.0
10,坂井高等学校,45.0
11,坂井高等学校,45.0
12,坂井高等学校,45.0
13,坂井高等学校,45.0
14,大館桂桜高等学校,45.0
15,盛岡白百合学園高等学校,45.0
16,進修館高等学校,45.0
17,進修館高等学校,45.0
18,東京実業高等学校,45.0
19,栄徳高等学校,45.0
0,大阪高等学校,45.0
1,和歌山南陵高等学校,45.0
2,広島山陽学園山陽高等学校,45.0
3,九州文化学園高等学校,45.0
4,指宿市立指宿商業高等学校,45.0
5,指宿市立指宿商業高等学校,45.0
6,惟信高等学校,44.0
7,武豊高等学校,44.0
8,豊丘高等学校,44.0
9,豊田工科高等学校,44.0
10,豊橋工科高等学校,44.0
11,豊橋南高等学校,44.0
12,成章高等学校,44.0
13,半田商業高等学校,44.0
14,碧南工科高等学校,44.0
15,青森明の星高等学校,44.0
16,大湊高等学校,44.0
17,秋草学園高等学校,44.0
18,由利工業高等学校,44.0
19,由利工業高等学校,44.0
0,由利工業高等学校,44.0
1,由利工業高等学校,44.0
2,旭川実業高等学校,44.0
3,旭川実業高等学校,44.0
4,旭川実業高等学校,44.0
5,旭川龍谷高等学校,44.0
6,我孫子二階堂高等学校,44.0
7,有明高等学校,44.0
8,アレセイア湘南高等学校,44.0
9,安城学園高等学校,44.0
10,小松商業高等学校,44.0
11,伊勢学園高等学校,44.0
12,伊丹市立伊丹高等学校,44.0
13,一関修紅高等学校,44.0
14,勝田工業高等学校,44.0
15,古河第一高等学校,44.0
16,鉾田第二高等学校,44.0
17,岩谷堂高等学校,44.0
18,久慈東高等学校,44.0
19,黒沢尻工業高等学校,44.0
0,黒沢尻工業高等学校,44.0
1,黒沢尻工業高等学校,44.0
2,黒沢尻工業高等学校,44.0
3,黒沢尻工業高等学校,44.0
4,黒沢尻工業高等学校,44.0
5,大東高等学校,44.0
6,植草学園大学附属高等学校,44.0
7,上野学園高等学校,44.0
8,宇都宮短期大学附属高等学校,44.0
9,今治南高等学校,44.0
10,伊予農業高等学校,44.0
11,伊予農業高等学校,44.0
12,伊予農業高等学校,44.0
13,伊予農業高等学校,44.0
14,伊予農業高等学校,44.0
15,伊予農業高等学校,44.0
16,大商学園高等学校,44.0
17,佐伯豊南高等学校,44.0
18,佐伯豊南高等学校,44.0
19,日田三隈高等学校,44.0
0,大分東明高等学校,44.0
1,大阪体育大学浪商高等学校,44.0
2,泉大津高等学校,44.0
3,大塚高等学校,44.0
4,農芸高等学校,44.0
5,農芸高等学校,44.0
6,農芸高等学校,44.0
7,枚方津田高等学校,44.0
8,福井高等学校,44.0
9,懐風館高等学校,44.0
10,松原高等学校,44.0
11,八尾北高等学校,44.0
12,淀川工科高等学校,44.0
13,緑風冠高等学校,44.0
14,倉敷中央高等学校,44.0
15,玉野光南高等学校,44.0
16,岡山商科大学附属高等学校,44.0
17,岡山市立岡山後楽館高等学校,44.0
18,観音寺総合高等学校,44.0
19,観音寺総合高等学校,44.0
0,観音寺総合高等学校,44.0
1,坂出工業高等学校,44.0
2,坂出工業高等学校,44.0
3,坂出工業高等学校,44.0
4,坂出工業高等学校,44.0
5,多度津高等学校,44.0
6,多度津高等学校,44.0
7,多度津高等学校,44.0
8,多度津高等学校,44.0
9,橿原学院高等学校,44.0
10,霞ヶ浦高等学校,44.0
11,相原高等学校,44.0
12,相原高等学校,44.0
13,綾瀬高等学校,44.0
14,上鶴間高等学校,44.0
15,商工高等学校,44.0
16,高浜高等学校,44.0
17,茅ヶ崎西浜高等学校,44.0
18,新羽高等学校,44.0
19,二俣川看護福祉高等学校,44.0
0,山北高等学校,44.0
1,大和南高等学校,44.0
2,横浜桜陽高等学校,44.0
3,鹿屋市立鹿屋女子高等学校,44.0
4,川崎市立川崎高等学校,44.0
5,川崎市立川崎高等学校,44.0
6,川崎市立幸高等学校,44.0
7,川崎市立幸高等学校,44.0
8,川崎市立橘高等学校,44.0
9,関東学園大学附属高等学校,44.0
10,大垣桜高等学校,44.0
11,大垣桜高等学校,44.0
12,大垣桜高等学校,44.0
13,海津明誠高等学校,44.0
14,可児工業高等学校,44.0
15,可児工業高等学校,44.0
16,岐南工業高等学校,44.0
17,岐南工業高等学校,44.0
18,岐南工業高等学校,44.0
19,岐南工業高等学校,44.0
0,中津商業高等学校,44.0
1,中津商業高等学校,44.0
2,益田清風高等学校,44.0
3,岐阜聖徳学園高等学校,44.0
4,九州国際大学付属高等学校,44.0
5,享栄高等学校,44.0
6,京都精華学園高等学校,44.0
7,大江高等学校,44.0
8,海洋高等学校,44.0
9,桂高等学校,44.0
10,桂高等学校,44.0
11,城陽高等学校,44.0
12,朱雀高等学校,44.0
13,園部高等学校,44.0
14,峰山高等学校,44.0
15,京都文教高等学校,44.0
16,九里学園高等学校,44.0
17,小川工業高等学校,44.0
18,小川工業高等学校,44.0
19,小川工業高等学校,44.0
0,熊本農業高等学校,44.0
1,熊本農業高等学校,44.0
2,八代東高等学校,44.0
3,天草拓心高等学校本渡校舎,44.0
4,久留米学園高等学校,44.0
5,伊勢崎工業高等学校,44.0
6,渋川工業高等学校,44.0
7,渋川工業高等学校,44.0
8,渋川工業高等学校,44.0
9,渋川工業高等学校,44.0
10,慶成高等学校,44.0
11,慶誠高等学校,44.0
12,甲子園学院高等学校,44.0
13,向上高等学校,44.0
14,岡豊高等学校,44.0
15,高知中央高等学校,44.0
16,神戸弘陵学園高等学校,44.0
17,神戸星城高等学校,44.0
18,郡山女子大学附属高等学校,44.0
19,郡山女子大学附属高等学校,44.0
0,国本女子高等学校,44.0
1,駒澤大学附属苫小牧高等学校,44.0
2,駒澤大学附属苫小牧高等学校,44.0
3,駒澤大学附属苫小牧高等学校,44.0
4,上尾南高等学校,44.0
5,岩槻商業高等学校,44.0
6,岩槻商業高等学校,44.0
7,浦和工業高等学校,44.0
8,大宮工業高等学校,44.0
9,大宮工業高等学校,44.0
10,大宮工業高等学校,44.0
11,越生高等学校,44.0
12,川口青陵高等学校,44.0
13,久喜工業高等学校,44.0
14,熊谷工業高等学校,44.0
15,熊谷工業高等学校,44.0
16,熊谷工業高等学校,44.0
17,熊谷工業高等学校,44.0
18,鴻巣高等学校,44.0
19,所沢商業高等学校,44.0
0,所沢商業高等学校,44.0
1,所沢商業高等学校,44.0
